,CDID,ADDRESS1,ADDRESS2,ADDRESS3,CITY,STATEPROVINCE,POSTALCODE,COUNTRY,Scenario,Use Case,Raw Data
114,712428820,BERKELEY SQUARE HOUSE,4-19 BERKELEY SQUARE,,LONDON,GB-ENG,W1J 6BR,GB,Special character ,Swapping the order of dataset  - City,"BERKELEY SQUARE HOUSE,4-19 BERKELEY SQUARE,LONDON, ,W1J 6BR"
115,712746038,PROGENY HOUSE,46 PARK PLACE,,LEEDS,YORKSHIRE,LS1 2RY,GB,Special character ,Swapping the order of dataset  - City,"PROGENY HOUSE,46 PARK PLACE,LEEDS,YORKSHIRE,LS1 2RY"
116,712736582,THE CLOCK HOUSE,87 PAINES LANE,,POTTERS BAR,HERTFORDSHIRE,HA5 3BZ,GB,Special character ,Swapping the order of dataset  - City,"THE CLOCK HOUSE,87 PAINES LANE,POTTERS BAR,HERTFORDSHIRE,HA5 3BZ"
117,716518412,CRESCENT HOUSE,CRESCENT ROAD,,WORTHING,GB-WSX,BN11 1RN,GB,Special character ,Swapping the order of dataset  - City,"CRESCENT HOUSE,CRESCENT ROAD,WORTHING,GB-WSX,BN11 1RN"
118,716518414,"WADDINGTON TURNER HALL, PHOENIX HOUSE",22-24 DEVONSHIRE STREET,,KEiGHLEY,,BD21 2AU,GB,Special character ,Swapping the order of dataset  - City,"WADDINGTON TURNER HALL, PHOENIX HOUSE,22-24 DEVONSHIRE STREET,KEiGHLEY,BD21 2AU"
119,712746688,HONEYWELL HOUSE,SKIMPED HILL LANE,BERKSHIRE,Bracknell,GB-ENG,RG12 1EB,GB,Special character ,Swapping the order of dataset  - City,"HONEYWELL HOUSE,SKIMPED HILL LANE,BERKSHIRE,Bracknell, ,RG12 1EB"
120,712766839,SEA CONTAINERS HOUSE,18 UPPER GROUND,,LONDON,UNITED KINGDOM-NA,SE1 9GL,GB,Special character ,Swapping the order of dataset  - City,"SEA CONTAINERS HOUSE,18 UPPER GROUND,LONDON, ,SE1 9GL"
121,712764250,Oakhill House 130,Tonbridge Road,Hildenborough,LONDON,UNITED KINGDOM-NA,TN11 9DZ,GB,Special character ,Swapping the order of dataset  - City,"Oakhill House 130,Tonbridge Road,Hildenborough,LONDON, ,TN11 9DZ"
122,712454059,HAYMARKET HOUSE,28-29 HAYMARKET,,LONDON,GB-ENG,SW1Y 4RX,GB,Special character ,Swapping the order of dataset  - City,"HAYMARKET HOUSE,28-29 HAYMARKET,LONDON, ,SW1Y 4RX"
123,711668607,Aquarius House,6 Mid Point Business Park,,Thornbury,N.A.,BD3 7AY,GB,Special character ,Swapping the order of dataset  - City,"Aquarius House,6 Mid Point Business Park,Thornbury,N.A.,BD3 7AY"
124,711676940,ARTILLERY HOUSE,HERITAGE WAY,,DROITWICH,GB-ENG,WR9 8YB,GB,Special character ,Swapping the order of dataset  - City,"ARTILLERY HOUSE,HERITAGE WAY,DROITWICH, ,WR9 8YB"
125,711650246,Trafford House,Chester Road,,Manchester,GB-ENG,M32 0RS,GB,Special character ,Swapping the order of dataset  - City,"Trafford House,Chester Road,Manchester, ,M32 0RS"
126,711669504,HAMPSHIRE HOUSE,HIGH STREET,WEST MIDLANDS,KINGSWINFORD,GB-ENG,DY6 8AW,GB,Special character ,Swapping the order of dataset  - City,"HAMPSHIRE HOUSE,HIGH STREET,WEST MIDLANDS,KINGSWINFORD, ,DY6 8AW"
127,712132940,Sirius House,Delta Crescent,Westbrook,Warrington,,WA5 7NS,GB,Special character ,Swapping the order of dataset  - City,"Sirius House,Delta Crescent,Westbrook,Warrington,WA5 7NS"
128,711583338,XPO House,Lodge Way,New Duston,Northampton,GB-ENG,NN5 7SL,GB,Special character ,Swapping the order of dataset  - City,"XPO House,Lodge Way,New Duston,Northampton, ,NN5 7SL"
129,711669093,"Overdene House,","49 Church Street,","Theale,",Reading,,RG7 5BX,GB,Special character ,Swapping the order of dataset  - City,"Overdene House,,49 Church Street,,Theale,,Reading,RG7 5BX"
130,712141119,Sutherland House,1759 London Road,,Leigh on Sea,GB-ENG,SS9 2RZ,GB,Special character ,Swapping the order of dataset  - City,"Sutherland House,1759 London Road,Leigh on Sea, ,SS9 2RZ"
131,711676887,Dartel House,39-41 High Street,,Horley,,RH6 7BN,GB,Special character ,Swapping the order of dataset  - City,"Dartel House,39-41 High Street,Horley,RH6 7BN"
132,712134907,BET365 HOUSE,MEDIA WAY,,STOKE-ON-TRENT,STAFFORDSHIRE,ST1 5SZ,GB,Special character ,Swapping the order of dataset  - City,"BET365 HOUSE,MEDIA WAY,STOKE-ON-TRENT,STAFFORDSHIRE,ST1 5SZ"
133,715378665,ARABESQUE HOUSE,MONKS CROSS DRIVE,,HUNTINGTON,GB-ENG,YO32 9GW,GB,Special character ,Swapping the order of dataset  - City,"ARABESQUE HOUSE,MONKS CROSS DRIVE,HUNTINGTON, ,YO32 9GW"
134,711927527,Yorkshire House,Yorkshire Drive,,Bradford,UNITED KINGDOM-NA,BD5 8LJ,GB,Special character ,Swapping the order of dataset  - City,"Yorkshire House,Yorkshire Drive,Bradford, ,BD5 8LJ"
135,711646133,HILL HOUSE,1 LITTLE NEW STREET,,LONDON,UNITED KINGDOM-NA,EC4A 3TR,GB,Special character ,Swapping the order of dataset  - City,"HILL HOUSE,1 LITTLE NEW STREET,LONDON, ,EC4A 3TR"
136,711552870,DISCOVERY HOUSE,154 SOUTHGATE STREET,GLOUCESTERSHIRE,GLOUCESTER,GB-ENG,GL1 2EX,GB,Special character ,Swapping the order of dataset  - City,"DISCOVERY HOUSE,154 SOUTHGATE STREET,GLOUCESTERSHIRE,GLOUCESTER, ,GL1 2EX"
137,711679470,Atlantic House,Aviation Park West,Bournemouth International Airport,Christchurch,GB-ENG,BH23 6EW,GB,Special character ,Swapping the order of dataset  - City,"Atlantic House,Aviation Park West,Bournemouth International Airport,Christchurch, ,BH23 6EW"
138,711935525,SENATOR HOUSE,85 QUEEN VICTORIA STREET,,LONDON,UNITED KINGDOM-NA,EC4V 4ET,GB,Special character ,Swapping the order of dataset  - City,"SENATOR HOUSE,85 QUEEN VICTORIA STREET,LONDON, ,EC4V 4ET"
139,711680361,QUEENSLAND HOUSE 393,STRAND,,LONDON,GB-ENG,WC2R 0LT,GB,Special character ,Swapping the order of dataset  - City,"QUEENSLAND HOUSE 393,STRAND,LONDON, ,WC2R 0LT"
140,712141070,Luminar House,Deltic Avenue,Rooksley,Milton Keynes,GB-ENG,MK13 8LW,GB,Special character ,Swapping the order of dataset  - City,"Luminar House,Deltic Avenue,Rooksley,Milton Keynes, ,MK13 8LW"
141,711836080,MW House,1 Penman Way,Enderby,Leicester,LEICESTERSHIRE,LE19 1SY,GB,Special character ,Swapping the order of dataset  - City,"MW House,1 Penman Way,Enderby,Leicester,LEICESTERSHIRE,LE19 1SY"
142,711706692,Bay Tree House,Fox Pond Lane,Pennington,LYMINGTON,HAMPSHIRE,SO41 8FW,GB,Special character ,Swapping the order of dataset  - City,"Bay Tree House,Fox Pond Lane,Pennington,LYMINGTON,HAMPSHIRE,SO41 8FW"
143,712723013,CLARENCE HOUSE,"WATERCOMBE LANE, LYNX WEST TRADING ESTATE",,YEOVIL,SOMERSET,BA20 2SU,GB,Special character ,Swapping the order of dataset  - City,"CLARENCE HOUSE,WATERCOMBE LANE, LYNX WEST TRADING ESTATE,YEOVIL,SOMERSET,BA20 2SU"
144,712723025,ST BARTHOLOMEW'S HOUSE,LEWINS MEAD,,BRISTOL,GB-ENG,BS1 2NH,GB,Special character ,Swapping the order of dataset  - City,"ST BARTHOLOMEW'S HOUSE,LEWINS MEAD,BRISTOL, ,BS1 2NH"
145,712723026,ST BARTHOLOMEW'S HOUSE,LEWINS MEAD,,BRISTOL,GB-ENG,BS1 2NH,GB,Special character ,Swapping the order of dataset  - City,"ST BARTHOLOMEW'S HOUSE,LEWINS MEAD,BRISTOL, ,BS1 2NH"
146,712467298,JUBILEE HOUSE,GOSFORTH,,NEWCASTLE-UPON-TYNE,GB-ENG,NE3 4PL,GB,Special character ,Swapping the order of dataset  - City,"JUBILEE HOUSE,GOSFORTH,NEWCASTLE-UPON-TYNE, ,NE3 4PL"
147,712723095,CAULFIELD HOUSE,CRADLEHALL BUSINESS PARK,,INVERNESS,GB-SCT,IV2 5GH,GB,Special character ,Swapping the order of dataset  - City,"CAULFIELD HOUSE,CRADLEHALL BUSINESS PARK,INVERNESS,GB-SCT,IV2 5GH"
148,711566931,Chubb House,Staines Road West,,Slough,,TW16 7AR,GB,Special character ,Swapping the order of dataset  - City,"Chubb House,Staines Road West,Slough,TW16 7AR"
149,712723150,LONGCROFT HOUSE,2/8 VICTORIA AVE,,LONDON,GB-LND,EC2M 4NS,GB,Special character ,Swapping the order of dataset  - City,"LONGCROFT HOUSE,2/8 VICTORIA AVE,LONDON, ,EC2M 4NS"
150,712723169,KENTON HOUSE,OXFORD STREET,,MORETON IN MARSH,GB-ENG,GL56 0LA,GB,Special character ,Swapping the order of dataset  - City,"KENTON HOUSE,OXFORD STREET,MORETON IN MARSH, ,GL56 0LA"
151,711588230,"EUROPA HOUSE, THE CRESCENT",SOUTHWOOD,,FARNBOROUGH,GB-ENG,GU14 0NL,GB,Special character ,Swapping the order of dataset  - City,"EUROPA HOUSE, THE CRESCENT,SOUTHWOOD,FARNBOROUGH, ,GU14 0NL"
152,711669712,BELGRAVE HOUSE,39-43 MONUMENT HILL,SURREY,WEYBRiDGE,,KT13 8RN,GB,Special character ,Swapping the order of dataset  - City,"BELGRAVE HOUSE,39-43 MONUMENT HILL,SURREY,WEYBRiDGE,KT13 8RN"
153,712213111,KENT HOUSE,14-17 MARKET PLACE,,LONDON,GB-ENG,W1W 8AJ,GB,Special character ,Swapping the order of dataset  - City,"KENT HOUSE,14-17 MARKET PLACE,LONDON, ,W1W 8AJ"
154,712723099,12TH FLOOR PORTLAND HOUSE,BRESSENDEN PLACE,,LONDON,GB-LND,SW1E 5RS,GB,Special character ,Swapping the order of dataset  - City,"12TH FLOOR PORTLAND HOUSE,BRESSENDEN PLACE,LONDON, ,SW1E 5RS"
155,712723119,ISUZU HOUSE,164 GREAT NORTH ROAD,,HATFIELD,GB-ENG,AL9 5JN,GB,Special character ,Swapping the order of dataset  - City,"ISUZU HOUSE,164 GREAT NORTH ROAD,HATFIELD, ,AL9 5JN"
156,712723128,"RETRA HOUSE, ST JOHNS TERRACE",1 AMPTHILL STREET,,BEDFORD,GB-ENG,MK42 9EY,GB,Special character ,Swapping the order of dataset  - City,"RETRA HOUSE, ST JOHNS TERRACE,1 AMPTHILL STREET,BEDFORD, ,MK42 9EY"
157,711696952,PEGASUS HOUSE AEROSPACE AVENUE,FILTON,,BRISTOL CITY,GB-BST,BS34 7PA,GB,Special character ,Swapping the order of dataset  - City,"PEGASUS HOUSE AEROSPACE AVENUE,FILTON,BRISTOL CITY,GB-BST,BS34 7PA"
158,712714198,R A C HOUSE,BROCKHURST CRESCENT,Brockhurst Crescent,WALSALL,WEST MIDLANDS,WS5 4AW,GB,Special character ,Swapping the order of dataset  - City,"R A C HOUSE,BROCKHURST CRESCENT,Brockhurst Crescent,WALSALL,WEST MIDLANDS,WS5 4AW"
159,712715718,CALEDONIA HOUSE NO. 223,PENTONVILLE ROAD,,LONDON,UNITED KINGDOM-NA,N1 9NG,GB,Special character ,Swapping the order of dataset  - City,"CALEDONIA HOUSE NO. 223,PENTONVILLE ROAD,LONDON, ,N1 9NG"
160,711706334,Berkeley Square House,Berkeley Square,,LONDON,UNITED KINGDOM-NA,W1X 5PA,GB,Special character ,Swapping the order of dataset  - City,"Berkeley Square House,Berkeley Square,LONDON, ,W1X 5PA"
161,712716061,6th Floor Charles House,108-110 Finchley Road,,London,UNITED KINGDOM-NA,NW3 5JJ,GB,Special character ,Swapping the order of dataset  - City,"6th Floor Charles House,108-110 Finchley Road,London, ,NW3 5JJ"
162,712716098,Sandringham House,Harlow Business Park,Sandringham Avenue,Harlow,ESSEX,CM19 5QS,GB,Special character ,Swapping the order of dataset  - City,"Sandringham House,Harlow Business Park,Sandringham Avenue,Harlow,ESSEX,CM19 5QS"
163,711663591,Export House,Cawsey Way,,Woking,,GU21 6QX,GB,Special character ,Swapping the order of dataset  - City,"Export House,Cawsey Way,Woking,GU21 6QX"
164,712722745,BRUNSWICK HOUSE REGENT PARK,299 KINGSTON ROAD,,LEATHERHEAD,GB-ENG,KT22 7LU,GB,Special character ,Swapping the order of dataset  - City,"BRUNSWICK HOUSE REGENT PARK,299 KINGSTON ROAD,LEATHERHEAD, ,KT22 7LU"
165,715935263,"DOVER HOUSE,",34 DOVER STREE,,LONDON,GB-LND,W1S 4NG,GB,Special character ,Swapping the order of dataset  - City,"DOVER HOUSE,,34 DOVER STREE,LONDON, ,W1S 4NG"
166,712722786,3RD FLOOR BERKELEY SQUARE HOUSE,BERKELEY SQUARE,,LONDON,UNITED KINGDOM-NA,W1J 6BU,GB,Special character ,Swapping the order of dataset  - City,"3RD FLOOR BERKELEY SQUARE HOUSE,BERKELEY SQUARE,LONDON, ,W1J 6BU"
167,712722792,LIVERIDGE HOUSE,"LIVERIDGE HILL, HENLEY-IN-ARDEN",,SOLIHULL,GB-WAR,B95 5QS,GB,Special character ,Swapping the order of dataset  - City,"LIVERIDGE HOUSE,LIVERIDGE HILL, HENLEY-IN-ARDEN,SOLIHULL,GB-WAR,B95 5QS"
168,712722802,5 JUPITER HOUSE,"CALLEVA PARK, ALDERMASTON",,READING,GB-ENG,RG7 BNN,GB,Special character ,Swapping the order of dataset  - City,"5 JUPITER HOUSE,CALLEVA PARK, ALDERMASTON,READING, ,RG7 BNN"
169,712722806,BOWDEN HOUSE,36 NORTHAMPTON ROAD,,MARKET HARBOROUGH,GB-ENG,LE16 9HE,GB,Special character ,Swapping the order of dataset  - City,"BOWDEN HOUSE,36 NORTHAMPTON ROAD,MARKET HARBOROUGH, ,LE16 9HE"
170,711441429,Wellstream House,Wincomblee Road,Walker Riverside,Newcastle upon Tyne,GB-ENG,NE6 3PF,GB,Special character ,Swapping the order of dataset  - City,"Wellstream House,Wincomblee Road,Walker Riverside,Newcastle upon Tyne, ,NE6 3PF"
171,711632121,PALMERSTON HOUSE,814 BRIGHTON ROAD,PURLEY,Croydon,UNITED KINGDOM-NA,CR8 2BR,GB,Special character ,Swapping the order of dataset  - City,"PALMERSTON HOUSE,814 BRIGHTON ROAD,PURLEY,Croydon, ,CR8 2BR"
172,712722840,ESPACE HOUSE,71A UPPER SAINT JOHN STREET,,LICHFIELD,GB-ENG,WS14 9DT,GB,Special character ,Swapping the order of dataset  - City,"ESPACE HOUSE,71A UPPER SAINT JOHN STREET,LICHFIELD, ,WS14 9DT"
173,712722843,CP HOUSE,OTTERSPOOL WAY,,WATFORD,GB-ENG,WD25 8JJ,GB,Special character ,Swapping the order of dataset  - City,"CP HOUSE,OTTERSPOOL WAY,WATFORD, ,WD25 8JJ"
174,712722849,FRANS HOUSE,FENTON WAY,,CHATTERIS,CAMBRIDGESHIRE,PE16 6UP,GB,Special character ,Swapping the order of dataset  - City,"FRANS HOUSE,FENTON WAY,CHATTERIS,CAMBRIDGESHIRE,PE16 6UP"
175,711468413,ENI HOUSE,10 EBURY BRIDGE ROAD,,LONDON,GB-ENG,SW1W 8PZ,GB,Special character ,Swapping the order of dataset  - City,"ENI HOUSE,10 EBURY BRIDGE ROAD,LONDON, ,SW1W 8PZ"
176,712722869,CORNERSTONE HOUSE MIDLAND WAY,THORNBURY,,BRISTOL,GB-ENG,BS35 2BS,GB,Special character ,Swapping the order of dataset  - City,"CORNERSTONE HOUSE MIDLAND WAY,THORNBURY,BRISTOL, ,BS35 2BS"
177,712722882,CAVENDISH HOUSE,18 CAVENDISH SQUARE,,LONDON,GB-LND,W1G 0PJ,GB,Special character ,Swapping the order of dataset  - City,"CAVENDISH HOUSE,18 CAVENDISH SQUARE,LONDON, ,W1G 0PJ"
178,712722884,12TH FLOOR PORTLAND HOUSE,BRESSENDEN PLACE,,LONDON,GB-LND,SW1E 5RS,GB,Special character ,Swapping the order of dataset  - City,"12TH FLOOR PORTLAND HOUSE,BRESSENDEN PLACE,LONDON, ,SW1E 5RS"
179,712722888,6 PLAYHOUSE COURT,62 SOUTHWARK BRIDGE ROAD,,LONDON,GB-LND,SE1 0AT,GB,Special character ,Swapping the order of dataset  - City,"6 PLAYHOUSE COURT,62 SOUTHWARK BRIDGE ROAD,LONDON, ,SE1 0AT"
180,712722898,CURRER HOUSE,CURRER STREET,,BRADFORD,,BD1 5BA,GB,Special character ,Swapping the order of dataset  - City,"CURRER HOUSE,CURRER STREET,BRADFORD,BD1 5BA"
181,712722913,WATERTON HOUSE BROCASTLE AVENUE,WATERTON INDUSTRIAL ESTATE,,BRIDGEND,GB-ENG,CF31 3US,GB,Special character ,Swapping the order of dataset  - City,"WATERTON HOUSE BROCASTLE AVENUE,WATERTON INDUSTRIAL ESTATE,BRIDGEND, ,CF31 3US"
182,712722914,DUNSTON HOUSE,DUNSTON ROAD,,CHESTERFIELD,GB-ENG,S41 9QD,GB,Special character ,Swapping the order of dataset  - City,"DUNSTON HOUSE,DUNSTON ROAD,CHESTERFIELD, ,S41 9QD"
183,712722922,ST. BARTHOLOMEWS HOUSE,LEWINS MEAD,,BRISTOL,GB-ENG,BS1 2NH,GB,Special character ,Swapping the order of dataset  - City,"ST. BARTHOLOMEWS HOUSE,LEWINS MEAD,BRISTOL, ,BS1 2NH"
184,712722927,HAMILTON HOUSE,25 HIGH STRET,,RICKMANSWORTH,GB-ENG,WD3 1ET,GB,Special character ,Swapping the order of dataset  - City,"HAMILTON HOUSE,25 HIGH STRET,RICKMANSWORTH, ,WD3 1ET"
185,712722932,174 WOODHOUSE LANE,GORSE STREET,,SALE,GB-ENG,M33 4LN,GB,Special character ,Swapping the order of dataset  - City,"174 WOODHOUSE LANE,GORSE STREET,SALE, ,M33 4LN"
186,712722937,"3RD FLOOR, STERLING HOUSE",LANGSTON ROAD,,LOUGHTON,GB-ENG,IG10 3TS,GB,Special character ,Swapping the order of dataset  - City,"3RD FLOOR, STERLING HOUSE,LANGSTON ROAD,LOUGHTON, ,IG10 3TS"
187,711927774,YORKSHIRE HOUSE,YORKSHIRE DRIVE,WEST YORKSHIRE,BRADFORD,WEST YORKSHIRE,BD5 8LJ,GB,Special character ,Swapping the order of dataset  - City,"YORKSHIRE HOUSE,YORKSHIRE DRIVE,WEST YORKSHIRE,BRADFORD,WEST YORKSHIRE,BD5 8LJ"
188,712671931,ASTON HOUSE,CORNWALL AVENUE,,LONDON,,N3 1LF,GB,Special character ,Swapping the order of dataset  - City,"ASTON HOUSE,CORNWALL AVENUE,LONDON,N3 1LF"
189,712671938,CEDAR HOUSE,"3 CEDAR PARK, COBHAM ROAD",,WIMBORNE,,BH21 7SB,GB,Special character ,Swapping the order of dataset  - City,"CEDAR HOUSE,3 CEDAR PARK, COBHAM ROAD,WIMBORNE,BH21 7SB"
190,712752834,SOUTHBRIDGE HOUSE,SOUTHBRIDGE PLACE,,CROYDON,GB-ENG,CR0 4HA,GB,Special character ,Swapping the order of dataset  - City,"SOUTHBRIDGE HOUSE,SOUTHBRIDGE PLACE,CROYDON, ,CR0 4HA"
191,712751494,4TH FLOOR CHARLES HOUSE,108 - 110 FINCHLEY ROAD,,LONDON,GB-LND,NW3 5JJ,GB,Special character ,Swapping the order of dataset  - City,"4TH FLOOR CHARLES HOUSE,108 - 110 FINCHLEY ROAD,LONDON, ,NW3 5JJ"
192,711644414,EAGLE HOUSE PEREGRINE BUSINESS PARK,GOMM ROAD,BUCKINGHAMSHIRE,HIGH WYCOMBE,GB-ENG,HP13 7DL,GB,Special character ,Swapping the order of dataset  - City,"EAGLE HOUSE PEREGRINE BUSINESS PARK,GOMM ROAD,BUCKINGHAMSHIRE,HIGH WYCOMBE, ,HP13 7DL"
193,714633949,CITADEL HOUSE,58 HIGH STREET,,HULL,EAST RIDING OF YORKSHIRE,HU1 1QE,GB,Special character ,Swapping the order of dataset  - City,"CITADEL HOUSE,58 HIGH STREET,HULL,EAST RIDING OF YORKSHIRE,HU1 1QE"
194,711655838,Beechey House,87 Church Street,Crowthorne,Bracknell,BERKSHIRE,RG45 7AW,GB,Special character ,Swapping the order of dataset  - City,"Beechey House,87 Church Street,Crowthorne,Bracknell,BERKSHIRE,RG45 7AW"
195,712750233,SIMARCO HOUSE,CRITTALL ROAD,,WITHAM,GB-ENG,CM8 3DR,GB,Special character ,Swapping the order of dataset  - City,"SIMARCO HOUSE,CRITTALL ROAD,WITHAM, ,CM8 3DR"
196,712750236,MARLBOROUGH HOUSE,59 CHORLEY NEW ROAD,,BOLTON,GB-ENG,BL1 4QP,GB,Special character ,Swapping the order of dataset  - City,"MARLBOROUGH HOUSE,59 CHORLEY NEW ROAD,BOLTON, ,BL1 4QP"
197,712750262,MARLBOROUGH HOUSE,59 CHORLEY NEW ROAD,,BOLTON,GB-ENG,BL1 4QP,GB,Special character ,Swapping the order of dataset  - City,"MARLBOROUGH HOUSE,59 CHORLEY NEW ROAD,BOLTON, ,BL1 4QP"
198,711506132,Winchester House,1 Great Winchester Street,,London,GB-ENG,EC2N 2DB,GB,Special character ,Swapping the order of dataset  - City,"Winchester House,1 Great Winchester Street,London, ,EC2N 2DB"
199,717537678,MINERVA HOUSE,PORT ROAD BUSINESS PARK,,CARLISLE,GB-ENG,CA2 7AF,GB,Special character ,Swapping the order of dataset  - City,"MINERVA HOUSE,PORT ROAD BUSINESS PARK,CARLISLE, ,CA2 7AF"
200,711561548,Watson House,London Road,,Reigate,,RH2 9PQ,GB,Special character ,Swapping the order of dataset  - City,"Watson House,London Road,Reigate,RH2 9PQ"
201,711659043,TNT Express House,Holly Lane,,Atherstone,,CV9 2RY,GB,Special character ,Swapping the order of dataset  - City,"TNT Express House,Holly Lane,Atherstone,CV9 2RY"
202,712453932,ST. JAMES'S PLACE HOUSE,1 TETBURY ROAD,,CiRENCESTER,,GL7 1FP,GB,Special character ,Swapping the order of dataset  - City,"ST. JAMES'S PLACE HOUSE,1 TETBURY ROAD,CiRENCESTER,GL7 1FP"
203,712671939,"PATERNOSTER HOUSE, 3RD FLOOR",65 ST. PAUL'S CHURCHYARD,,LONDON,GB-LND,EC4M 8AB,GB,Special character ,Swapping the order of dataset  - City,"PATERNOSTER HOUSE, 3RD FLOOR,65 ST. PAUL'S CHURCHYARD,LONDON, ,EC4M 8AB"
204,712671982,AQUILA HOUSE,WATERLOO LANE,,CHELMSFORD,ESSEX,CM1 1BN,GB,Special character ,Swapping the order of dataset  - City,"AQUILA HOUSE,WATERLOO LANE,CHELMSFORD,ESSEX,CM1 1BN"
205,712671985,"11/15, ACRE HOUSE",WILLIAM ROAD,,LONDON,GB-LND,NW1 3ER,GB,Special character ,Swapping the order of dataset  - City,"11/15, ACRE HOUSE,WILLIAM ROAD,LONDON, ,NW1 3ER"
206,712672015,7TH FLOOR BERKSHIRE HOUSE,168-173 HIGH HOLBORN,,LONDON,GB-LND,WC1U 7AA,GB,Special character ,Swapping the order of dataset  - City,"7TH FLOOR BERKSHIRE HOUSE,168-173 HIGH HOLBORN,LONDON, ,WC1U 7AA"
207,712752366,HENRY WOOD HOUSE,2 RIDING HOUSE STREET,,LONDON,GB-LND,W1W 7FA,GB,Special character ,Swapping the order of dataset  - City,"HENRY WOOD HOUSE,2 RIDING HOUSE STREET,LONDON, ,W1W 7FA"
208,712752357,AVIATION HOUSE,GATWICK AIRPORT SOUTH,,CRAWLEY,,RH6 0YR,GB,Special character ,Swapping the order of dataset  - City,"AVIATION HOUSE,GATWICK AIRPORT SOUTH,CRAWLEY,RH6 0YR"
209,712672060,BRITANNIA HOUSE,LOCK WAY,RAVENSTHORPE INDUSTRIAL ESTATE,DEWSBURY,GB-ENG,WF13 3SX,GB,Special character ,Swapping the order of dataset  - City,"BRITANNIA HOUSE,LOCK WAY,RAVENSTHORPE INDUSTRIAL ESTATE,DEWSBURY, ,WF13 3SX"
210,712752405,MACNAUGHTON HOUSE,COMPTON PLACE,,LONDON,GB-LND,WC1H 9SD,GB,Special character ,Swapping the order of dataset  - City,"MACNAUGHTON HOUSE,COMPTON PLACE,LONDON, ,WC1H 9SD"
211,712752414,"2ND FLOOR, HEATHMANS HOUSE",19 HEATHMANS ROAD,,LONDON,GB-LND,SW6 4TJ,GB,Special character ,Swapping the order of dataset  - City,"2ND FLOOR, HEATHMANS HOUSE,19 HEATHMANS ROAD,LONDON, ,SW6 4TJ"
212,712752417,MARLBOROUGH HOUSE,59 CHORLEY NEW ROAD,,BOLTON,GB-ENG,BL1 4QP,GB,Special character ,Swapping the order of dataset  - City,"MARLBOROUGH HOUSE,59 CHORLEY NEW ROAD,BOLTON, ,BL1 4QP"
213,712671758,EXCEL HOUSE,"EUROPOINT OFFICE PARK, 1 RENSHAW PLACE, HOLYTOWN",,MOTHERWELL,GB-SCT,EH288PP,GB,Special character ,Swapping the order of dataset  - City,"EXCEL HOUSE,EUROPOINT OFFICE PARK, 1 RENSHAW PLACE, HOLYTOWN,MOTHERWELL,GB-SCT,EH288PP"
214,712671759,6TH FLOOR LANSDOWNE HOUSE,BERKELEY SQUARE,,LONDON,GB-ENG,W1J 6ER,GB,Special character ,Swapping the order of dataset  - City,"6TH FLOOR LANSDOWNE HOUSE,BERKELEY SQUARE,LONDON, ,W1J 6ER"
215,712671792,FOUNDRY HOUSE,3 MILLSANDS,,SHEFFIELD,GB-ENG,S3 8NH,GB,Special character ,Swapping the order of dataset  - City,"FOUNDRY HOUSE,3 MILLSANDS,SHEFFIELD, ,S3 8NH"
216,712672098,OAKLEY HOUSE,"HALL ROAD, OUTWELL",,WISBECH,GB-ENG,PE14 8PE,GB,Special character ,Swapping the order of dataset  - City,"OAKLEY HOUSE,HALL ROAD, OUTWELL,WISBECH, ,PE14 8PE"
217,712672113,SUTHERLAND HOUSE,70-78 WEST HENDON BROADWAY,,LONDON,GB-ENG,NW9 7BT,GB,Special character ,Swapping the order of dataset  - City,"SUTHERLAND HOUSE,70-78 WEST HENDON BROADWAY,LONDON, ,NW9 7BT"
218,711669254,KALAMU HOUSE,11 COLDBATH SQUARE,,LONDON,GB-ENG,EC1R 5HL,GB,Special character ,Swapping the order of dataset  - City,"KALAMU HOUSE,11 COLDBATH SQUARE,LONDON, ,EC1R 5HL"
219,712671827,6TH FLOOR LANSDOWNE HOUSE,BERKELEY SQUARE,,LONDON,GB-ENG,W1J 6ER,GB,Special character ,Swapping the order of dataset  - City,"6TH FLOOR LANSDOWNE HOUSE,BERKELEY SQUARE,LONDON, ,W1J 6ER"
220,712671822,NEW BURLINGTON HOUSE,1075 FINCHLEY ROAD,,LONDON,GB-LND,NW11 OPU,GB,Special character ,Swapping the order of dataset  - City,"NEW BURLINGTON HOUSE,1075 FINCHLEY ROAD,LONDON, ,NW11 OPU"
221,712671828,6TH FLOOR LANSDOWNE HOUSE,BERKELEY SQUARE,,LONDON,GB-LND,W1J 6ER,GB,Special character ,Swapping the order of dataset  - City,"6TH FLOOR LANSDOWNE HOUSE,BERKELEY SQUARE,LONDON, ,W1J 6ER"
222,712671836,"STERLING HOUSE,",27 HATCHLANDS ROAD,,REDHILL,GB-ENG,RH1 6RW,GB,Special character ,Swapping the order of dataset  - City,"STERLING HOUSE,,27 HATCHLANDS ROAD,REDHILL, ,RH1 6RW"
223,712672137,SCOTT HOUSE,WATERLOO STATION,,LONDON,,SE1 7LY,GB,Special character ,Swapping the order of dataset  - City,"SCOTT HOUSE,WATERLOO STATION,LONDON,SE1 7LY"
